1st Auto & Casualty   J1585   Professional Claims 837P
Beverly Hospital - Imperial Health Holdings   ECMSO   Institutional Claims 837I
Beverly Hospital BEVAHISP   MPM42   Professional Claims 837P
Beverly Hospital BEVAHISP   MPM42   Professional Claims 837P
Beverly Hospital BEVAHISP   MPM42   Institutional Claims 837I
BIENVIVIR   BSHS1   Professional Claims 837P
Bind   25463   Remits 835
Bind   25463   Professional Claims 837P
Bind   25463   Institutional Claims 837I
Bind (PreferredOne)   BIND   Eligibility 270 / 271
Bituminous Fire and Marine   J1691   Professional Claims 837P
Black Hawk   CB987   Professional Claims 837P
Black Hawk   CB987   Institutional Claims 837I
Block Vision - Eye Specialists   BVES1   Professional Claims 837P
Blue Advantage   TLY26   Dental Claims 837D
Blue Benefit Administrators of MA   03036   Dental Claims 837D
Blue Benefit Administrators of MA   03036   Professional Claims 837P
Blue Benefit Administrators of MA   03036   Institutional Claims 837I
Blue Benefit Administrators of MA   03036   Remits 835
Blue Benefit Administrators of MA   BBA-MA   Eligibility 270 / 271
Blue Card Program   BS002   Professional Claims 837P
Blue Card Program   BS002   Institutional Claims 837I
Blue Care Family Plan   00700   Dental Claims 837D
Blue Care Network Advantage of Michigan   00210   Institutional Claims 837I
Blue Care Network Advantage of Michigan   00210   Remits 835
Blue Care Network Advantage of Michigan   00710   Professional Claims 837P
Blue Care Network Advantage of Michigan   00710   Remits 835
Blue Care Network of Michigan   00210   Remits 835
Blue Care Network of Michigan   00210   Institutional Claims 837I
Blue Care Network of Michigan   00710   Professional Claims 837P
Blue Care Network of Michigan   00710   Remits 835
Blue Choice of South Carolina   00922   Professional Claims 837P
Blue Choice of South Carolina   00922   Institutional Claims 837I
Blue Cross (Cal-Optima - Medi-Cal)   BC001   Professional Claims 837P
Blue Cross (Cal-Optima - Medi-Cal)   BC001   Institutional Claims 837I
Blue Cross (Cal-Optima - Medi-Cal)   BC001   Remits 835
Blue Cross Community Centennial (BCBS NM)   BCBS-COMMCENT   Eligibility 270 / 271
Blue Cross Community Centennial (BCBS NM)   MC721   Professional Claims 837P
Blue Cross Community Centennial (BCBS NM)   MC721   Institutional Claims 837I
Blue Cross Community Centennial (BCBS NM)   MC721   Remits 835
Blue Cross Community ICP / FHP   66005   Remits 835
Blue Cross Community ICP / FHP   66005   Professional Claims 837P
Blue Cross Community ICP / FHP   66005   Institutional Claims 837I
Blue Cross Community MMAI   66005   Professional Claims 837P
Blue Cross Community MMAI   66005   Institutional Claims 837I
Blue Cross Community MMAI   66005   Remits 835
Blue Cross Community Options of Illinois   66005   Institutional Claims 837I
Blue Cross Community Options of Illinois   66005   Remits 835
Blue Cross Community Options of Illinois   66005   Professional Claims 837P
Blue Cross Community Options of Illinois   MCDIL   Eligibility 270 / 271
Blue Cross Complete of Michigan   32002   Institutional Claims 837I
Blue Cross Complete of Michigan   32002   Remits 835
Blue Cross Complete of Michigan   32002   Professional Claims 837P
Blue Cross Complete of Michigan   BCMI-COMPLETE   Eligibility 270 / 271
Blue Cross Medicare Advantage PPO/HMO   66006   Institutional Claims 837I
Blue Cross Medicare Advantage PPO/HMO   66006   Remits 835
Blue Cross Medicare Advantage PPO/HMO   66006   Professional Claims 837P
Blue Medicare Advantage (Anthem)   BLUE-MA   Eligibility 270 / 271
Blue Medicare of North Carolina   SB810   Remits 835
Blue Medicare of North Carolina   SB810   Professional Claims 837P
Blue Medicare of North Carolina   SB810   Institutional Claims 837I
Blue Shield of California (P.O. Box 272540)   BSCA3   Dental Claims 837D
Blue Shield of California (P.O. Box 272590)   BSCA1   Dental Claims 837D
Blue Zones Health Network of CA   AMG02   Institutional Claims 837I
Blue Zones Health Network of CA   AMG02   Professional Claims 837P
Blueride Non-Emerg Transportation   BLRDE   Professional Claims 837P
Blueride Non-Emerg Transportation   BLUERIDE   Eligibility 270 / 271
BMC HealthNet Plan   13337   Professional Claims 837P
BMC HealthNet Plan   13337   Institutional Claims 837I
BMC HealthNet Plan   13337   Remits 835
BMW North America   J1259   Professional Claims 837P
Boilermakers National Health & Welfare Fund   36609   Professional Claims 837P
Boler Company   J1870   Professional Claims 837P
Boon Chapman Administrators, Inc.   74238   Professional Claims 837P
Boon Chapman Administrators, Inc.   74238   Institutional Claims 837I
Boon Chapman Administrators, Inc.   74238   Remits 835
Boon Chapman Administrators, Inc.   BOON-CHAPMAN   Eligibility 270 / 271
Boston Medical Center Health Plan (BMCHP)   13337   Professional Claims 837P
Boston Medical Center Health Plan (BMCHP)   13337   Institutional Claims 837I
Boston Medical Center Health Plan (BMCHP)   13337   Remits 835
Boston Medical Center Health Plan (BMCHP)	   BMCHP   Eligibility 270 / 271
Boulder Administration Services   18768   Professional Claims 837P
Boulder Administration Services   18768   Institutional Claims 837I
Boulder Administration Services   18768   Remits 835
Brand New Day (FFS)   UC001   Institutional Claims 837I
Brand New Day (FFS)   UC001   Professional Claims 837P
Brand New Day Encounters   UC002   Professional Claims 837P
Brand New Day Encounters   UC002   Institutional Claims 837I
Braven Health   84367   Remits 835
Braven Health   84367   Professional Claims 837P
Braven Health   84367   Institutional Claims 837I
Braven Health   BRAVEN   Eligibility 270 / 271
BreckPoint   BKPNT   Professional Claims 837P
BreckPoint   BKPNT   Institutional Claims 837I
Brickstreet   J1761   Professional Claims 837P
Bridgefield Casualty    J1437   Professional Claims 837P
Bridgefield Employers    J1437   Professional Claims 837P
Bridgeport Dental Service   CX028   Dental Claims 837D
BridgeSpan   BRIDG   Institutional Claims 837I
BridgeSpan   BRIDG   Remits 835
BridgeSpan   BRIDG   Professional Claims 837P
BridgeSpan   BRIDGESPAN   Eligibility 270 / 271
Bridgeview Company   FS802   Remits 835
Bridgeview Company   FS802   Professional Claims 837P
Bridgeway Arizona   BRIDGE-AZ   Eligibility 270 / 271
Bridgeway Health Solutions (Centene)   68069   Professional Claims 837P
Bridgeway Health Solutions (Centene)   68069   Institutional Claims 837I
Bridgeway Health Solutions (Centene)   68069   Remits 835
Bridgeway Health Solutions (Centene)   BRIDGEWAY   Eligibility 270 / 271
Bright Health Medicare Advantage   BRGHT   Professional Claims 837P
Bright Health Medicare Advantage   BRGHT   Institutional Claims 837I
Bright Health Medicare Advantage   BRGHT   Remits 835
Brighten Health Plan Solutions   11303   Professional Claims 837P
Brighten Health Plan Solutions   11303   Institutional Claims 837I
Bristol Park Medical Group   MMFMC   Professional Claims 837P
Bristol Park Medical Group   MMFMC   Institutional Claims 837I
Bristol Park Medical Group   MMFMC   Remits 835
Bristol West   J1764   Professional Claims 837P
Broadspire (Auto)   C1056   Professional Claims 837P
Broadspire, a Crawford Company   TP021   Professional Claims 837P
Brokerage Concepts   51037   Institutional Claims 837I
Brokerage Concepts   51037   Professional Claims 837P
Brokerage Concepts   51037   Remits 835
Brookshire IPA    CAPMN   Professional Claims 837P
Brookshire IPA    CAPMN   Institutional Claims 837I
Brookshire IPA    CAPMN   Remits 835
Brotherhood Mutual Insurance   J1445   Professional Claims 837P
Broward County Board of Commissioners (FL)   J3843   Professional Claims 837P
Broward Regional Health Planning Council   BRHPC   Professional Claims 837P
Broward Regional Health Planning Council   BRHPC   Institutional Claims 837I
Brown & Toland Health Services   BTHS1   Professional Claims 837P
Brown & Toland Health Services   BTHS1   Institutional Claims 837I
Brown & Toland Medical Group   94316   Professional Claims 837P
Brown & Toland Medical Group   94316   Institutional Claims 837I
Brown & Toland Medical Group   94316   Remits 835
Brown & Toland Sutter Select   BTSS1   Professional Claims 837P
Brownyard Group Inc. (Arch Insurance)   11150   Professional Claims 837P
Brunswick Corporation   J1032   Professional Claims 837P
BS California   940360524   Eligibility 270 / 271
BS California   940360524   Claim Status 276 / 277
BS California   BS001   Remits 835
BS California   BS001   Professional Claims 837P
BS California   BS001   Institutional Claims 837I
BS California - FEP   BS001   Professional Claims 837P
BS California - FEP   BS001   Institutional Claims 837I
BS California - FEP   BS001   Remits 835
BS California Promise Health Plan   C1SCA   Institutional Claims 837I
BS California Promise Health Plan   C1SCA   Remits 835
BS California Promise Health Plan   C1SCA   Professional Claims 837P
BS California Promise Health Plan Encounters   EC1CA   Professional Claims 837P
BS California Promise Health Plan Encounters   EC1CA   Institutional Claims 837I
BS Idaho (Regence)   00611   Claim Status 276 / 277
BS Idaho (Regence)   00611   Eligibility 270 / 271
BS Northeastern New York   00800   Professional Claims 837P
BS Northeastern New York   00800   Institutional Claims 837I
BS Northeastern New York   00800   Remits 835
BS Northeastern New York   BSNY-NE   Eligibility 270 / 271
BS Pennsylvania (Camp Hill)   99996   Dental Claims 837D
BS Washington (Regence)   00932   Claim Status 276 / 277
BS Washington (Regence)   00932   Eligibility 270 / 271
BSI Companies   25916   Institutional Claims 837I
BSI Companies   25916   Professional Claims 837P
Buckeye Community Health (Centene)   68069   Professional Claims 837P
Buckeye Community Health (Centene)   68069   Institutional Claims 837I
Buckeye Community Health (Centene)   68069   Remits 835
Buckeye Community Health (Centene)   BUCKEYE-CH   Eligibility 270 / 271
Buckeye Ohio Medicaid   42020   Institutional Claims 837I
Buckeye Ohio Medicaid   42020   Remits 835
Buckeye Ohio Medicaid   42020   Professional Claims 837P
Buckeye Ohio Medicaid   BUCKEYE-OHMCD   Eligibility 270 / 271
BuenaVentura Affiliated Physicians    BVAP1   Institutional Claims 837I
BuenaVentura Affiliated Physicians    BVAP1    Professional Claims 837P
Builders Insurance Group (GA only)   J3975   Professional Claims 837P
Builders Mutual Insurance   J1968   Remits 835
Builders Mutual Insurance   J1968   Professional Claims 837P
Bunch and Associates   J1435   Professional Claims 837P
Bureau For Children With Medical Handicaps   BCMH1   Professional Claims 837P
Bureau Of Prisons-Apprio	   BOPMC   Institutional Claims 837I
Bureau Of Prisons-Apprio	   BOPMC   Professional Claims 837P
Burlington Coat Factory Warehouse    J1033   Professional Claims 837P
Business First    J1437   Professional Claims 837P
Businessmens Assurance   61301   Dental Claims 837D
Butler America Holdings, INC.- Corvel - CORVEL   J3860   Professional Claims 837P
Butler Benefit   42150   Professional Claims 837P
Butler Benefit   42150   Institutional Claims 837I
C & O Employees Hospital Association   23708   Professional Claims 837P
C & O Employees Hospital Association   CO-EMP-HOSP   Eligibility 270 / 271
C&S Wholesale Grocers    J2095   Professional Claims 837P
Caduceus Medical Group (Regal)   REGAL   Professional Claims 837P
Caduceus Medical Group (Regal)   REGAL   Institutional Claims 837I
Cahaba GBA (Medicare Part A Rural)   10301   Institutional Claims 837I
Cahaba GBA (Medicare Part A Rural)   10301   Remits 835
Cal Care IPA   PROSP   Remits 835
Cal Care IPA   PROSP   Professional Claims 837P
Cal Care IPA   PROSP   Institutional Claims 837I
Cal Care IPA Encounters   PROSP   Professional Claims 837P
Cal Care IPA Encounters   PROSP   Remits 835
Cal Care IPA Encounters   PROSP   Institutional Claims 837I
Cal Viva Health   95567   Professional Claims 837P
Cal Viva Health   95567   Institutional Claims 837I
Cal Water (California Water Service)   99320   Professional Claims 837P
Cal Water (California Water Service)   99320   Institutional Claims 837I
Cal Water (California Water Service)   99320   Remits 835
Cal-Viva   CALVIVA   Claim Status 276 / 277
Cal-Viva   CALVIVA   Eligibility 270 / 271
California Care (Humboldt Del Norte)   HDNFC   Professional Claims 837P
California Care (Humboldt Del Norte)   HDNFC   Institutional Claims 837I
California Eye Care   CEC01   Professional Claims 837P
California Fair Services Authority   J1535   Professional Claims 837P
California Health and Wellness   68047   Professional Claims 837P
California Health and Wellness   68047   Institutional Claims 837I
California Health and Wellness   68047   Remits 835
California Health and Wellness (Centene)   68069   Professional Claims 837P
California Health and Wellness (Centene)   68069   Institutional Claims 837I
California Health and Wellness (Centene)   68069   Remits 835
California Health and Wellness (Centene)   CAHLTH   Eligibility 270 / 271
California Hospital Medical Center   HSM01   Institutional Claims 837I
California Hospital Medical Center   HSM01   Professional Claims 837P
California IPA (Capital MSO)   CTPL1   Professional Claims 837P
California IPA (Capital MSO)   CTPL1   Institutional Claims 837I
California Medical Center   MPM28   Institutional Claims 837I
California Medical Center   MPM28   Professional Claims 837P
California Pacific Medical Center (CPMC)   SC053   Remits 835
California Pacific Medical Center (CPMC)   SC053   Professional Claims 837P
California Pacific Medical Center (CPMC)   SC053   Institutional Claims 837I
California Pacific Physicians Medical Group, Inc.   HSM01   Institutional Claims 837I
California Pacific Physicians Medical Group, Inc.   HSM01   Professional Claims 837P
California Rural Indian Health Board (CRIHB) Cares   CRIHB   Professional Claims 837P
California Rural Indian Health Board (CRIHB) Cares   CRIHB   Institutional Claims 837I
California Rural Indian Health Board (CRIHB) Options   CRIHB   Professional Claims 837P
California Rural Indian Health Board (CRIHB) Options   CRIHB   Institutional Claims 837I
CalOptima   CALOP   Professional Claims 837P
CalOptima   CALOP   Institutional Claims 837I
CalOptima   CALOP   Remits 835
CalOptima   CALOP01   Eligibility 270 / 271
CalOptima   CALOP01   Claim Status 276 / 277
CalOptima LTC   COLTC   Institutional Claims 837I
CalPortland Company - CORVEL   J3758   Professional Claims 837P
Calvos SelectCare   CALSC   Institutional Claims 837I
Calvos SelectCare   CALSC   Professional Claims 837P
Calvos SelectCare   CALSC   Dental Claims 837D
Cambridge Integrated Services   J1819   Professional Claims 837P
Cameron Manufacturing & Design, Inc. (UCS)   25831   Professional Claims 837P
Cameron Manufacturing & Design, Inc. (UCS)   25831   Institutional Claims 837I
Camp Lejeune Family Member Program   CLFM1   Institutional Claims 837I
Camp Lejeune Family Member Program   CLFM1   Professional Claims 837P
Cannon Cochran Management Services   71057   Professional Claims 837P
Cannon Cochran Management Services   71057   Institutional Claims 837I
Cap Management   CAPMN   Institutional Claims 837I
Cap Management   CAPMN   Professional Claims 837P
Cap Management   CAPMN   Remits 835
Capistrano Unified School District (CA) - CORVEL   J1637   Professional Claims 837P
Capital Administrators   CAP-ADMIN   Eligibility 270 / 271
Capital Blue Cross   23045   Professional Claims 837P
Capital Blue Cross   23045   Institutional Claims 837I
Capital Blue Cross   23045   Remits 835
Capital Blue Cross   PABLC   Eligibility 270 / 271
Capital Dental   CDCMD   Dental Claims 837D
Capital Dental   CDCMD   Remits 835
Capital District Physicians Health Plan (CDPHP)   11213   Eligibility 270 / 271
Capital District Physicians Health Plan (CDPHP)   SX065   Professional Claims 837P
Capital District Physicians Health Plan (CDPHP)   SX065   Institutional Claims 837I
Capital District Physicians Health Plan (CDPHP)   SX065   Remits 835
Capital Health Partners   CAHP1   Professional Claims 837P
Capital Health Partners   CAHP1   Institutional Claims 837I
Capital Health Partners   CAHP1   Remits 835
Capital Health Plan   95112   Institutional Claims 837I
Capital Health Plan   95112   Remits 835
Capital Health Plan   95112   Professional Claims 837P
Capital Health Plan   CAP-HEALTH   Eligibility 270 / 271
Capitol Administrators   68011   Institutional Claims 837I
Capitol Administrators   68011   Remits 835
Capitol Administrators   68011   Professional Claims 837P
Capitol Administrators   CAPITOL-ADM   Eligibility 270 / 271
Capitol Dental Care WVCH   77100   Dental Claims 837D
Capitol Indemnity   J1262   Professional Claims 837P
Capitol Insurance Companies - CORVEL   J1809   Professional Claims 837P
CapRock Health Plan - Verity   CAPH2   Professional Claims 837P
CapRock Health Plan - Verity   CAPH2   Institutional Claims 837I
CapRock HealthPlans   CAPHP   Professional Claims 837P
CapRock HealthPlans   CAPHP   Institutional Claims 837I
CapRock HealthPlans   CAPROCK   Eligibility 270 / 271
Cardiovascular Care Providers   GCVCP   Professional Claims 837P
Cardiovascular Care Providers   GCVCP   Institutional Claims 837I
Cardiovascular Care Providers   GCVCP   Remits 835
Care 1st Health Plan Arizona (Centene)   CARE1ST-AZ   Eligibility 270 / 271
Care 1st Health Plan of Arizona (Centene)   68069   Institutional Claims 837I
Care 1st Health Plan of Arizona (Centene)   68069   Remits 835
Care 1st Health Plan of Arizona (Centene)   68069   Professional Claims 837P
Care Advantage   HPSM1   Professional Claims 837P
Care Advantage   HPSM1   Institutional Claims 837I
Care Advantage   HPSM1   Remits 835
Care Improvement Plus (CIP) / XL Health   77082   Professional Claims 837P
Care Improvement Plus (CIP) / XL Health   77082   Remits 835
Care Improvement Plus (CIP) / XL Health   77082   Institutional Claims 837I
Care Improvement Plus (CIP) / XL Health   87726   Dental Claims 837D
Care Improvement Plus (CIP) / XL Health   87726   Remits 835
Care Improvement Plus (CIP) / XL Health   87726   Professional Claims 837P
Care Improvement Plus (CIP) / XL Health   87726   Institutional Claims 837I
Care Improvement Plus (CIP) / XL Health   CIP   Eligibility 270 / 271
Care Logic   J3868   Professional Claims 837P
Care Management Company   CARE-MGMT   Eligibility 270 / 271
Care N' Care   66010   Professional Claims 837P
Care N' Care   66010   Institutional Claims 837I
Care N' Care   CARE-N-CARE   Eligibility 270 / 271
Care N' Care- Southwestern Health Resources   66010   Remits 835
Care Wisconsin Health Plan   27004   Professional Claims 837P
Care Wisconsin Health Plan   27004   Institutional Claims 837I
Care Wisconsin Health Plan   27004   Remits 835
Care1st Health Plan of Arizona   68069   Professional Claims 837P
Care1st Health Plan of Arizona   68069   Institutional Claims 837I
CareCentrix   11345   Professional Claims 837P
CareCentrix   11345   Institutional Claims 837I
CareCentrix   11345   Remits 835
CareCentrix BCBS Michigan   11349   Institutional Claims 837I
CareCentrix BCBS Michigan   11349   Professional Claims 837P
CareCore National   14182   Institutional Claims 837I
CareCore National   14182   Professional Claims 837P
CareCore National LLC (Aetna Radiology)   14179   Professional Claims 837P
CareCore National LLC (Oxford Radiology)   14180   Institutional Claims 837I
CareCore National LLC (Oxford Radiology)   14180   Professional Claims 837P
CareCore/WCNY RAD   14188   Institutional Claims 837I
CareCore/WCNY RAD   14188   Professional Claims 837P
CareFirst BCBS Community Health Plan Maryland   45281   Professional Claims 837P
CareFirst BCBS Community Health Plan Maryland   45281   Institutional Claims 837I
CareFirst BCBS of Maryland   SB690   Professional Claims 837P
CareFirst BCBS of Maryland   SB690   Institutional Claims 837I
CareFirst BCBS of Maryland   SB690   Remits 835
Careington Benefit Solutions   60601   Dental Claims 837D
Carelon Behavioral Health   BHOVO   Institutional Claims 837I
Carelon Behavioral Health   BHOVO   Professional Claims 837P
Carelon Behavioral Health   BHOVO   Remits 835
Carelon Behavioral Health   CARELON   Eligibility 270 / 271
Carelon Behavioral Health (Medical Benefits)   CARELON-MB   Eligibility 270 / 271
Carelon Health – Palliative Care   CARMO   Institutional Claims 837I
Carelon Health – Palliative Care   CARMO   Remits 835
Carelon Health – Palliative Care   CARMO   Professional Claims 837P
Carelon Health IPA of California   BHOVO   Professional Claims 837P
Carelon Health IPA of California   BHOVO   Institutional Claims 837I
Caremark WPAS, Inc., Grp# P62   91136   Institutional Claims 837I
Caremark WPAS, Inc., Grp# P62   91136   Professional Claims 837P
CAREMORE   CARE   Eligibility 270 / 271
CareMore Encounters   CMENC   Professional Claims 837P
CareMore Encounters   CMENC   Institutional Claims 837I
CareMore Value Plus (CVP)   CARMO   Institutional Claims 837I
CareMore Value Plus (CVP)   CARMO   Remits 835
CareMore Value Plus (CVP)   CARMO   Professional Claims 837P
CareOregon Inc.   93975   Professional Claims 837P
CareOregon Inc.   93975   Institutional Claims 837I
CareOregon Inc.   93975   Remits 835
CarePartners   22248   Remits 835
CarePartners   22248   Professional Claims 837P
CarePartners   22248   Institutional Claims 837I
CarePartners of Connecticut   16307   Institutional Claims 837I
CarePartners of Connecticut   16307   Professional Claims 837P
CarePartners of Connecticut   16307   Remits 835
CarePartners of Connecticut   CAREPARTNERS-CT   Eligibility 270 / 271
Careplus (Encounters)   95093   Professional Claims 837P
CarePlus Health Plan   00324   Claim Status 276 / 277
CarePlus Health Plan   00324   Eligibility 270 / 271
Careplus Health Plan   95092   Remits 835
Careplus Health Plan   95092   Professional Claims 837P
Careplus Health Plan   95092   Institutional Claims 837I
Caresource (FHM)   CARESOURCE-FHM   Eligibility 270 / 271
CareSource Arkansas   ARCS1   Remits 835
CareSource Arkansas   ARCS1   Professional Claims 837P
CareSource Arkansas   ARCS1   Institutional Claims 837I
CareSource Arkansas   CARESOURCE-AR   Eligibility 270 / 271
Caresource Health Plan of Oregon   MRCHP   Professional Claims 837P
CareSource North Carolina   CARESOURCE-NC   Eligibility 270 / 271
CareSource North Carolina   NCCS1   Institutional Claims 837I
CareSource North Carolina   NCCS1   Professional Claims 837P
CareSource of Georgia   CARESOURCE-GA   Eligibility 270 / 271
CareSource of Georgia   GACS1   Professional Claims 837P
CareSource of Georgia   GACS1   Institutional Claims 837I
CareSource of Georgia   GACS1   Remits 835
Caresource of Indiana   CARESOURCE-IN   Eligibility 270 / 271
Caresource of Indiana   INCS1   Professional Claims 837P
Caresource of Indiana   INCS1   Institutional Claims 837I
Caresource of Indiana   INCS1   Remits 835
Caresource of Kentucky   KYCS1   Eligibility 270 / 271
Caresource of Kentucky   KYCS1   Professional Claims 837P
Caresource of Kentucky   KYCS1   Institutional Claims 837I
Caresource of Kentucky   KYCS1   Remits 835
Caresource of Michigan Medicaid   CARESOURCE-MI   Eligibility 270 / 271
Caresource of Michigan Medicaid   CARESOURCE-MI    Claim Status 276 / 277
Caresource of Michigan Medicaid   MIMCS   Professional Claims 837P
Caresource of Michigan Medicaid   MIMCS   Remits 835
Caresource of Michigan Medicaid   MIMCS   Institutional Claims 837I
CareSource of Ohio   31114   Remits 835
CareSource of Ohio   31114   Professional Claims 837P
CareSource of Ohio   31114   Institutional Claims 837I
CareSource of Ohio   CARESOURCE-OH   Eligibility 270 / 271
Caresource of Ohio   CARESOURCE-OH   Claim Status 276 / 277
CareSource Ohio Medicaid   31500   Institutional Claims 837I
CareSource Ohio Medicaid   31500   Remits 835
CareSource Ohio Medicaid   31500   Professional Claims 837P
CareSource Ohio Medicaid   CARESOURCE-OHMCD   Eligibility 270 / 271
Caresource West Virginia   CARESOURCE-WV   Eligibility 270 / 271
Caresource West Virginia   WVCS1   Professional Claims 837P
Caresource West Virginia   WVCS1   Institutional Claims 837I
Carewest   J2258   Professional Claims 837P
CareWorks   J1866   Professional Claims 837P
Carisk Behavioral Health   33632   Institutional Claims 837I
Carisk Behavioral Health   33632   Professional Claims 837P
Cariten Healthcare   61101   Institutional Claims 837I
Cariten Healthcare   61101   Remits 835
Cariten Healthcare   61101   Professional Claims 837P
Cariten Healthcare   CARITEN-HLTH   Eligibility 270 / 271
Cariten Senior Health   61101   Institutional Claims 837I
Cariten Senior Health   61101   Remits 835
Cariten Senior Health   61101   Professional Claims 837P
Carolina Behavioral Health Alliance   56215   Professional Claims 837P
Carolina Behavioral Health Alliance   56215   Institutional Claims 837I
Carolina Care Plan Inc.   29076   Professional Claims 837P
Carolina Care Plan Inc.   29076   Institutional Claims 837I
Carolina Complete (Centene)   68069   Professional Claims 837P
Carolina Complete (Centene)   68069   Institutional Claims 837I
Carolina Complete (Centene)   68069   Remits 835
Carolina Complete (Centene)   CAROLINA-COMPLETE   Eligibility 270 / 271
Carolina SeniorCare   71499   Professional Claims 837P
Carolina SeniorCare   71499   Institutional Claims 837I
Carpenters Health & Welfare (FCHN)   91131   Professional Claims 837P
Carpenters Health & Welfare (FCHN)   91131   Institutional Claims 837I
Carpenters Health & Welfare Fund of Philadelphia & Vicinity   CX101   Dental Claims 837D
Carpenters Trust of Western Washington   60054   Remits 835
Carpenters Trust of Western Washington   60054   Professional Claims 837P
Carpenters Trust of Western Washington   60054   Institutional Claims 837I
Carpenters Trust of Western Washington   60054   Dental Claims 837D
Caryn Health   53684   Professional Claims 837P
Caryn Health   53684   Institutional Claims 837I
CAS Coastal Administrative Services   CAS89   Professional Claims 837P
CAS Coastal Administrative Services   CAS89   Institutional Claims 837I
CAS Coastal Administrative Services   CAS89   Dental Claims 837D
CAS Coastal Administrative Services   CAS89   Remits 835
Cascade Health Alliance, Inc   CHA01   Professional Claims 837P
Cascade Health Alliance, Inc   CHA01   Institutional Claims 837I
CASD/Sanford  (Chiropractic Associates of SD)   CASD2   Professional Claims 837P
Casitas Municipal Water District (CA) - CORVEL   J1630   Professional Claims 837P
Castlepoint Insurance Company   J3963   Professional Claims 837P
Castlepoint National Insurance Company   J3964   Professional Claims 837P
Catholic Life Insurance   CATHOLIC-LIFE   Eligibility 270 / 271
Catholic Mutual   41556   Professional Claims 837P
Catholic United Financial   CATHOLIC-UNITED   Eligibility 270 / 271
CBA BLUE   03036   Remits 835
CBA BLUE   03036   Professional Claims 837P
CBA BLUE   03036   Institutional Claims 837I
CBA BLUE   03036   Dental Claims 837D
CBHNP - HealthChoices   65391   Professional Claims 837P
CBHNP - HealthChoices   65391   Institutional Claims 837I
CBHNP - HealthChoices   65391   Remits 835
CC-Development Group, Inc. - CORVEL   J1900   Professional Claims 837P
CCMSI   J1010   Professional Claims 837P
CDO Technologies   83028   Professional Claims 837P
CDO Technologies   83028   Institutional Claims 837I
CDS Group Health   CDS-GROUP   Eligibility 270 / 271
Cedar Valley Community HealthCare (CVCH)   42558   Professional Claims 837P
Cedar Valley Community HealthCare (CVCH)   42558   Institutional Claims 837I
Cedar Valley Community HealthCare (CVCH)   42558   Remits 835
Cedars Towers Surgical Medical Group  (Encounters Only, Payer ID Required)   HPIPA   Professional Claims 837P
Cedars-Sinai Medical Group (CSHS) - Capitated/Encounters   95167   Professional Claims 837P
Cedars-Sinai Medical Group (CSHS) - Capitated/Encounters   95167   Institutional Claims 837I
Cedars-Sinai Medical Group (CSHS) - Fee for Service   95166   Professional Claims 837P
Cedars-Sinai Medical Group (CSHS) - Fee for Service   95166   Institutional Claims 837I
Cedars-Sinai Medical Group (CSHS) - Fee for Service   95166   Remits 835
Celtic Insurance   68063   Remits 835
Celtic Insurance   68063   Professional Claims 837P
Celtic Insurance   CELTIC-INS   Eligibility 270 / 271
CeltiCare Health Plan (Centene)   68069   Professional Claims 837P
CeltiCare Health Plan (Centene)   68069   Institutional Claims 837I
CeltiCare Health Plan (Centene)   68069   Remits 835
Celticare Health Plan (Centene)   CELTICARE   Eligibility 270 / 271
Cement Masons & Plasterers Health & Welfare Trust Group #F16   91136   Professional Claims 837P
Cement Masons & Plasterers Health & Welfare Trust Group #F16   91136   Institutional Claims 837I
CenCal Health   95386   Remits 835
CenCal Health   95386   Professional Claims 837P
CenCal Health   95386   Institutional Claims 837I
CenCal Health	   CENCAL   Eligibility 270 / 271
Cendant Corporation    J1034   Professional Claims 837P
Cenpatico Behavioral Health   68068   Remits 835
Cenpatico Behavioral Health   68068   Professional Claims 837P
Cenpatico Behavioral Health   68068   Institutional Claims 837I
Cenpatico Behavioral Health   CENPATICO-BH   Eligibility 270 / 271
Centene Medicare   CENTENE-MEDICARE   Eligibility 270 / 271
Center for Elders Independence (CEI)   94312   Professional Claims 837P
Center for Elders Independence (CEI)   94312   Institutional Claims 837I
Center For Sight   CFS01   Professional Claims 837P
Center IPA   POP01   Professional Claims 837P
CenterLight Healthcare   13360   Professional Claims 837P
CenterLight Healthcare   13360   Institutional Claims 837I
Centers Plan for Healthy Living   CPHL1   Remits 835
Centers Plan for Healthy Living   CPHL1   Professional Claims 837P
Centers Plan for Healthy Living   CPHL1   Institutional Claims 837I
Centinela Valley IPA   MPM03   Professional Claims 837P
Centinela Valley IPA   MPM03   Institutional Claims 837I
Centinela Valley IPA Encounters   UC002   Institutional Claims 837I
Centinela Valley IPA Encounters   UC002   Professional Claims 837P
Centivo   45564   Professional Claims 837P
Centivo   45564   Institutional Claims 837I
Centivo   CENTIVO   Eligibility 270 / 271
Central Benefits   CENTRAL-BENE   Eligibility 270 / 271
Central Benefits Life   31118   Professional Claims 837P
Central Benefits Life   31118   Institutional Claims 837I
Central Benefits Mutual   31118   Professional Claims 837P
Central Benefits Mutual   31118   Institutional Claims 837I
Central Benefits National   31118   Professional Claims 837P
Central Benefits National   31118   Institutional Claims 837I
Central CA Phys Partners Astrana   NMM10   Remits 835
Central CA Phys Partners Astrana   NMM10   Institutional Claims 837I
Central CA Phys Partners Astrana   NMM10   Professional Claims 837P
